ticket_id,customer_id,tickets_last_year,complaint_category,avg_resolution_hours,satisfaction_score,escalated,issue_status
7049519,1350190,8,Account Issue,54.1,3.0,Yes,Closed
7049520,1383211,6,Product Quality,71.4,1.1,No,Resolved
7049521,1294935,2,Account Issue,54.3,1.7,No,Open
7049522,1193921,8,Wrong Item,61.7,2.2,Yes,Escalated
7049523,1486011,8,Account Issue,6.1,1.7,Yes,Open
7049524,1103351,1,Wrong Item,59.7,4.0,Yes,Escalated
7049525,1215641,4,Payment Issue,11.6,4.6,Yes,Closed
7049526,1399396,2,Wrong Item,25.7,2.2,No,Resolved
7049527,1090493,1,Account Issue,55.8,3.5,No,Open
7049528,1484631,6,Technical Problem,19.5,1.0,Yes,Resolved
7049529,1273167,1,Payment Issue,65.9,4.8,Yes,Closed
7049530,1381703,6,Other,34.8,1.8,No,Closed
7049531,1187576,4,Product Quality,43.5,4.9,No,Open
7049532,1300705,6,Refund Request,21.5,3.3,No,Escalated
7049533,1304149,4,Delivery Delay,41.1,4.4,Yes,Resolved
7049534,1241907,6,Account Issue,5.2,4.7,Yes,Closed
7049535,1003419,4,Account Issue,31.2,2.4,Yes,Closed
7049536,1171224,7,Account Issue,64.0,3.5,Yes,Escalated
7049537,1070527,4,Delivery Delay,9.2,1.1,Yes,Closed
7049538,1027461,7,Account Issue,12.5,4.0,Yes,Escalated
7049539,1420535,1,Product Quality,61.7,4.4,Yes,Escalated
7049540,1252637,1,Wrong Item,29.8,1.7,Yes,Open
7049541,1350980,2,Payment Issue,41.5,1.4,Yes,Closed
7049542,1447543,7,Technical Problem,49.3,2.7,Yes,Escalated
7049543,1495603,7,Other,27.6,2.7,Yes,Escalated
7049544,1099693,5,Technical Problem,56.4,3.9,Yes,Resolved
7049545,1075486,1,Account Issue,33.7,4.6,No,Resolved
7049546,1107389,4,Delivery Delay,10.5,1.7,Yes,Closed
7049547,1315054,1,Refund Request,20.6,4.6,No,Open
7049548,1007991,5,Product Quality,60.4,1.0,No,Resolved
7049549,1072573,7,Wrong Item,30.3,3.2,No,Escalated
7049550,1290801,8,Wrong Item,13.0,1.6,Yes,Resolved
7049551,1171384,2,Payment Issue,58.7,3.2,Yes,Closed
7049552,1301690,6,Account Issue,20.0,3.6,Yes,Open
7049553,1207995,5,Payment Issue,7.8,1.0,Yes,Resolved
7049554,1481997,3,Account Issue,47.5,4.1,No,Escalated
7049555,1009417,2,Delivery Delay,6.9,2.5,Yes,Resolved
7049556,1457931,4,Wrong Item,21.0,2.1,No,Closed
7049557,1373741,8,Account Issue,66.5,2.8,No,Resolved
7049558,1052613,3,Wrong Item,44.1,2.9,Yes,Closed
7049559,1233392,4,Delivery Delay,19.9,3.6,No,Resolved
7049560,1184271,6,Other,66.1,2.4,No,Escalated
7049561,1096435,7,Wrong Item,63.4,4.6,Yes,Escalated
7049562,1041758,4,Product Quality,49.5,2.8,Yes,Resolved
7049563,1303612,2,Refund Request,41.4,3.4,No,Open
7049564,1138954,8,Wrong Item,61.9,2.1,No,Open
7049565,1231405,6,Delivery Delay,54.4,2.8,No,Escalated
7049566,1468754,8,Technical Problem,43.8,1.5,No,Closed
7049567,1386040,1,Refund Request,49.6,1.6,No,Closed
7049568,1437974,2,Other,2.2,1.3,Yes,Open
7049569,1080506,4,Delivery Delay,15.2,3.4,Yes,Resolved
7049570,1367070,5,Wrong Item,36.0,1.7,No,Open
7049571,1412348,3,Other,15.2,2.7,Yes,Open
7049572,1109704,2,Account Issue,4.1,4.9,No,Open
7049573,1150013,4,Delivery Delay,62.5,3.5,Yes,Closed
7049574,1235096,1,Delivery Delay,69.3,3.8,No,Open
7049575,1376505,8,Payment Issue,35.5,1.8,Yes,Resolved
7049576,1405265,5,Account Issue,4.4,3.9,No,Closed
7049577,1072185,6,Payment Issue,12.1,2.8,No,Closed
7049578,1454033,5,Refund Request,62.6,1.8,Yes,Open
7049579,1420392,3,Delivery Delay,44.7,1.9,No,Open
7049580,1453571,4,Technical Problem,44.1,3.3,Yes,Escalated
7049581,1293305,7,Other,65.6,4.6,Yes,Escalated
7049582,1493964,6,Wrong Item,4.2,1.9,No,Escalated
7049583,1296231,1,Payment Issue,27.0,2.8,Yes,Closed
7049584,1306756,5,Refund Request,68.6,2.7,Yes,Open
7049585,1086605,4,Refund Request,41.3,1.5,Yes,Escalated
7049586,1182264,2,Refund Request,37.7,4.8,No,Escalated
7049587,1204385,1,Technical Problem,32.7,3.5,Yes,Open
7049588,1365464,5,Delivery Delay,58.0,2.6,Yes,Closed
7049589,1340590,4,Other,36.0,3.5,No,Resolved
7049590,1390769,8,Payment Issue,43.3,1.2,No,Escalated
7049591,1380001,4,Account Issue,15.9,2.5,No,Resolved
7049592,1033893,8,Delivery Delay,17.9,1.2,Yes,Closed
7049593,1149389,2,Payment Issue,44.3,1.5,Yes,Resolved
7049594,1412257,4,Other,53.3,1.5,No,Resolved
7049595,1199106,5,Payment Issue,68.3,4.3,No,Escalated
7049596,1079762,4,Technical Problem,17.8,5.0,No,Closed
7049597,1247032,8,Account Issue,35.8,3.3,Yes,Resolved
7049598,1125901,4,Wrong Item,13.9,2.7,No,Escalated
7049599,1315496,5,Account Issue,47.0,4.1,Yes,Open
7049600,1335115,8,Refund Request,21.0,4.8,No,Open
7049601,1157580,1,Payment Issue,10.0,1.4,No,Resolved
7049602,1470685,5,Delivery Delay,29.5,2.5,Yes,Escalated
7049603,1074453,6,Refund Request,5.0,4.1,No,Open
7049604,1053652,7,Technical Problem,66.2,3.8,No,Closed
7049605,1212794,7,Technical Problem,31.5,3.8,Yes,Escalated
7049606,1445742,8,Other,3.6,1.9,Yes,Open
7049607,1444528,8,Delivery Delay,49.7,1.6,Yes,Open
7049608,1295245,5,Technical Problem,2.3,4.5,No,Escalated
7049609,1157087,6,Product Quality,45.2,4.7,No,Escalated
7049610,1040019,6,Refund Request,10.7,2.0,No,Resolved
7049611,1146301,8,Delivery Delay,51.3,1.5,No,Resolved
7049612,1380903,8,Delivery Delay,16.5,3.4,Yes,Closed
7049613,1095918,5,Other,50.8,5.0,No,Open
7049614,1244071,1,Technical Problem,5.9,4.5,Yes,Escalated
7049615,1452596,7,Delivery Delay,3.6,2.1,No,Escalated
7049616,1066576,3,Refund Request,47.5,2.0,No,Open
7049617,1035129,6,Product Quality,5.8,3.2,No,Open
7049618,1371039,1,Other,45.7,4.3,Yes,Open
7049619,1222706,3,Other,30.3,4.0,No,Escalated
7049620,1370847,5,Delivery Delay,42.1,3.5,No,Open
7049621,1301197,6,Account Issue,4.0,3.2,No,Closed
7049622,1415345,3,Delivery Delay,59.0,4.1,Yes,Open
7049623,1499920,5,Payment Issue,70.6,4.5,Yes,Closed
7049624,1499214,2,Technical Problem,45.1,1.6,No,Closed
7049625,1382100,8,Refund Request,8.9,1.8,Yes,Escalated
7049626,1068295,4,Wrong Item,25.9,1.7,No,Open
7049627,1345655,1,Other,1.6,3.1,No,Resolved
7049628,1387923,2,Other,29.3,4.3,No,Resolved
7049629,1241074,7,Wrong Item,4.7,4.0,Yes,Resolved
7049630,1292083,8,Refund Request,6.1,1.9,Yes,Escalated
7049631,1160859,4,Other,49.2,2.4,Yes,Escalated
7049632,1393049,6,Technical Problem,33.9,2.7,No,Resolved
7049633,1043051,1,Payment Issue,26.3,3.2,No,Open
7049634,1366319,4,Delivery Delay,1.1,3.2,No,Resolved
7049635,1289580,1,Product Quality,11.3,3.8,No,Resolved
7049636,1251389,7,Other,16.7,3.3,Yes,Resolved
7049637,1355287,4,Technical Problem,45.9,4.3,Yes,Closed
7049638,1127467,5,Wrong Item,4.9,2.1,No,Escalated
7049639,1360747,7,Product Quality,16.1,2.2,No,Closed
7049640,1183900,3,Delivery Delay,12.3,2.7,Yes,Escalated
7049641,1146955,6,Technical Problem,33.4,3.1,No,Resolved
7049642,1317012,7,Account Issue,1.7,4.5,Yes,Open
7049643,1056580,1,Delivery Delay,14.8,4.2,Yes,Closed
7049644,1161399,8,Other,61.8,4.5,No,Escalated
7049645,1378224,7,Other,57.0,4.2,No,Closed
7049646,1476412,4,Refund Request,23.3,1.7,Yes,Open
7049647,1105939,7,Other,19.6,3.5,No,Open
7049648,1135473,1,Other,44.3,3.4,Yes,Resolved
7049649,1298017,2,Technical Problem,67.3,2.4,No,Resolved
7049650,1322159,3,Technical Problem,23.1,4.5,Yes,Resolved
7049651,1193074,2,Refund Request,27.7,3.5,No,Open
7049652,1032719,4,Other,12.0,1.9,No,Closed
7049653,1458610,3,Account Issue,34.8,4.6,Yes,Open
7049654,1309955,8,Delivery Delay,33.2,2.4,No,Open
7049655,1139301,3,Technical Problem,51.7,1.3,Yes,Escalated
7049656,1095513,3,Refund Request,12.4,2.9,Yes,Resolved
7049657,1044926,1,Refund Request,14.5,1.2,No,Closed
7049658,1136799,6,Product Quality,64.4,1.7,No,Open
7049659,1064371,7,Delivery Delay,57.4,3.1,Yes,Closed
7049660,1448557,8,Account Issue,56.5,4.1,No,Resolved
7049661,1280464,8,Technical Problem,43.1,4.4,Yes,Resolved
7049662,1493269,7,Technical Problem,52.4,3.5,Yes,Open
7049663,1069749,1,Other,67.9,4.3,Yes,Open
7049664,1107281,1,Product Quality,45.1,3.7,No,Escalated
7049665,1021022,4,Account Issue,31.9,3.3,No,Open
7049666,1295363,8,Technical Problem,36.8,1.2,Yes,Escalated
7049667,1409613,1,Wrong Item,58.8,3.5,No,Resolved
7049668,1006650,4,Delivery Delay,22.6,1.3,No,Resolved
7049669,1009577,8,Technical Problem,62.9,3.7,Yes,Resolved
7049670,1273173,5,Wrong Item,5.1,3.0,Yes,Escalated
7049671,1352560,5,Delivery Delay,40.9,2.3,Yes,Resolved
7049672,1351649,6,Wrong Item,32.1,1.1,Yes,Resolved
7049673,1086231,3,Wrong Item,33.1,1.2,Yes,Closed
7049674,1335414,7,Product Quality,26.7,3.4,Yes,Open
7049675,1361553,6,Refund Request,63.8,2.1,Yes,Open
7049676,1022013,1,Product Quality,3.6,4.3,No,Resolved
7049677,1065255,5,Delivery Delay,60.3,1.9,Yes,Closed
7049678,1056653,1,Other,70.1,4.0,Yes,Closed
7049679,1186530,2,Delivery Delay,25.7,3.3,Yes,Escalated
7049680,1275258,1,Technical Problem,70.4,3.6,No,Open
7049681,1085686,1,Delivery Delay,64.2,2.4,Yes,Closed
7049682,1455294,1,Refund Request,46.1,2.6,Yes,Escalated
7049683,1083382,4,Delivery Delay,29.7,3.5,No,Escalated
7049684,1150543,8,Product Quality,33.5,4.6,No,Escalated
7049685,1490979,2,Payment Issue,25.1,1.8,Yes,Escalated
7049686,1448955,3,Refund Request,45.9,2.5,No,Resolved
7049687,1373856,4,Account Issue,20.5,3.3,No,Escalated
7049688,1271605,2,Technical Problem,40.8,3.6,Yes,Resolved
7049689,1252158,8,Wrong Item,57.7,3.8,Yes,Escalated
7049690,1425379,5,Other,27.5,2.9,No,Resolved
7049691,1307242,3,Delivery Delay,25.8,3.6,No,Closed
7049692,1450604,5,Account Issue,41.8,2.0,Yes,Escalated
7049693,1462623,7,Delivery Delay,68.3,4.1,Yes,Closed
7049694,1011346,2,Other,13.8,3.6,Yes,Open
7049695,1062797,7,Delivery Delay,40.1,2.5,No,Open
7049696,1107893,6,Technical Problem,49.0,3.4,No,Closed
7049697,1316705,8,Delivery Delay,26.1,5.0,No,Resolved
7049698,1119557,8,Payment Issue,58.9,5.0,Yes,Resolved
7049699,1495698,5,Technical Problem,28.9,1.3,Yes,Escalated
7049700,1266016,7,Payment Issue,31.6,2.0,No,Escalated
7049701,1417151,6,Delivery Delay,48.0,5.0,Yes,Closed
7049702,1302110,5,Product Quality,2.6,4.5,No,Escalated
7049703,1177708,5,Refund Request,44.8,3.9,Yes,Open
7049704,1015034,4,Delivery Delay,59.1,2.2,Yes,Resolved
7049705,1425566,8,Other,70.9,3.3,No,Resolved
7049706,1037917,8,Wrong Item,61.9,4.1,Yes,Open
7049707,1426247,3,Refund Request,14.1,4.2,No,Open
7049708,1462848,6,Payment Issue,16.6,3.3,Yes,Closed
7049709,1078362,2,Other,44.2,3.5,Yes,Resolved
7049710,1309057,8,Delivery Delay,39.9,4.2,Yes,Resolved
7049711,1370860,6,Other,46.9,1.8,No,Escalated
7049712,1464536,8,Payment Issue,50.0,2.3,No,Closed
7049713,1054233,2,Payment Issue,48.0,3.4,No,Escalated
7049714,1067351,6,Product Quality,8.6,1.2,No,Open
7049715,1139329,8,Product Quality,15.5,3.5,No,Escalated
7049716,1089035,5,Technical Problem,52.6,4.5,No,Resolved
7049717,1366710,4,Delivery Delay,65.1,3.3,Yes,Closed
7049718,1101817,5,Technical Problem,65.5,4.5,Yes,Resolved
7049719,1132067,2,Payment Issue,21.7,1.5,Yes,Resolved
7049720,1104459,6,Delivery Delay,55.7,2.1,No,Resolved
7049721,1332250,7,Delivery Delay,63.6,4.3,Yes,Open
7049722,1232667,6,Other,52.1,2.7,No,Closed
7049723,1246146,8,Other,68.1,2.6,Yes,Escalated
7049724,1171861,7,Refund Request,65.3,4.9,No,Resolved
7049725,1083018,7,Other,69.3,4.9,No,Open
7049726,1244426,7,Account Issue,16.4,3.6,No,Open
7049727,1392830,2,Account Issue,10.4,2.4,No,Open
7049728,1389024,2,Delivery Delay,37.4,3.0,No,Open
7049729,1148330,6,Technical Problem,5.3,3.0,Yes,Resolved
7049730,1035851,3,Technical Problem,44.5,2.2,No,Resolved
7049731,1099143,4,Refund Request,26.7,3.1,Yes,Resolved
7049732,1150134,7,Other,33.2,4.2,No,Escalated
7049733,1303337,2,Delivery Delay,52.5,4.7,No,Closed
7049734,1390391,3,Wrong Item,16.0,4.7,Yes,Open
7049735,1496182,2,Product Quality,47.1,3.9,No,Resolved
7049736,1008579,8,Delivery Delay,56.4,3.4,Yes,Resolved
7049737,1079646,8,Payment Issue,2.8,2.7,No,Closed
7049738,1120746,7,Payment Issue,17.4,4.0,Yes,Resolved
7049739,1087283,2,Payment Issue,33.6,1.1,No,Resolved
7049740,1463235,1,Refund Request,45.6,2.2,Yes,Resolved
7049741,1118805,2,Other,71.3,4.0,Yes,Escalated
7049742,1138698,6,Account Issue,20.8,4.8,Yes,Resolved
7049743,1138323,8,Refund Request,8.8,3.2,No,Closed
7049744,1125182,5,Payment Issue,24.6,2.2,No,Closed
7049745,1251891,3,Product Quality,66.4,3.0,Yes,Escalated
7049746,1239748,3,Wrong Item,17.9,1.0,Yes,Resolved
7049747,1183571,8,Technical Problem,9.7,3.9,Yes,Escalated
7049748,1166655,8,Payment Issue,38.0,1.6,Yes,Open
7049749,1409647,3,Account Issue,51.1,2.8,Yes,Open
7049750,1003898,8,Technical Problem,61.1,1.9,No,Closed
7049751,1168202,7,Account Issue,27.3,4.4,No,Escalated
7049752,1015013,4,Wrong Item,30.9,3.8,No,Closed
7049753,1111703,5,Account Issue,69.5,1.4,No,Closed
7049754,1408924,7,Refund Request,13.4,1.6,Yes,Resolved
7049755,1434329,3,Other,16.4,3.4,Yes,Resolved
7049756,1219306,1,Wrong Item,7.0,2.8,Yes,Escalated
7049757,1032006,8,Account Issue,18.1,2.8,Yes,Escalated
7049758,1006666,7,Refund Request,16.8,4.0,Yes,Open
7049759,1492034,8,Refund Request,7.8,4.4,Yes,Resolved
7049760,1085105,3,Delivery Delay,31.1,1.3,No,Resolved
7049761,1452748,8,Refund Request,34.0,1.8,No,Escalated
7049762,1322737,5,Refund Request,56.7,2.6,Yes,Open
7049763,1040359,4,Other,8.9,1.6,Yes,Open
7049764,1156738,3,Account Issue,65.9,4.5,Yes,Closed
7049765,1073290,4,Other,50.2,4.2,Yes,Escalated
7049766,1379127,5,Refund Request,59.4,2.7,No,Closed
7049767,1338057,3,Delivery Delay,39.2,3.5,Yes,Closed
7049768,1018297,6,Technical Problem,38.5,4.2,No,Escalated
7049769,1259969,3,Payment Issue,66.4,3.0,No,Closed
7049770,1346496,5,Delivery Delay,48.9,3.2,Yes,Resolved
7049771,1459497,5,Account Issue,31.9,2.5,Yes,Open
7049772,1328407,7,Other,62.2,1.1,No,Resolved
7049773,1454494,1,Product Quality,40.9,2.4,Yes,Resolved
7049774,1036397,5,Delivery Delay,5.4,1.3,No,Escalated
7049775,1154767,5,Technical Problem,66.3,3.9,Yes,Open
7049776,1211991,2,Wrong Item,7.1,2.4,No,Escalated
7049777,1094934,7,Technical Problem,31.2,3.1,No,Open
7049778,1376459,4,Technical Problem,62.0,4.7,Yes,Closed
7049779,1109815,2,Wrong Item,38.7,4.4,Yes,Closed
7049780,1283717,7,Delivery Delay,66.5,3.4,Yes,Resolved
7049781,1407605,2,Refund Request,48.2,4.0,Yes,Escalated
7049782,1231825,8,Delivery Delay,4.6,2.6,No,Resolved
7049783,1335736,5,Account Issue,41.4,2.4,No,Open
7049784,1188713,6,Payment Issue,31.3,2.1,No,Escalated
7049785,1197809,4,Technical Problem,8.8,4.0,No,Escalated
7049786,1009340,8,Wrong Item,52.1,3.1,Yes,Resolved
7049787,1264589,5,Wrong Item,31.3,1.8,No,Resolved
7049788,1450475,1,Delivery Delay,59.8,2.3,No,Resolved
7049789,1154979,6,Refund Request,2.4,1.3,No,Escalated
7049790,1088181,8,Account Issue,46.8,3.4,No,Closed
7049791,1468697,2,Delivery Delay,40.8,1.6,Yes,Resolved
7049792,1062815,2,Refund Request,2.4,4.6,Yes,Escalated
7049793,1064977,8,Delivery Delay,33.0,1.6,Yes,Resolved
7049794,1024630,8,Technical Problem,62.0,4.4,No,Escalated
7049795,1057450,2,Technical Problem,59.5,3.9,Yes,Open
7049796,1470977,5,Account Issue,65.0,2.4,No,Open
7049797,1404194,8,Delivery Delay,44.1,3.2,Yes,Open
7049798,1407200,4,Technical Problem,64.6,4.2,No,Escalated
7049799,1087761,4,Wrong Item,8.0,1.8,Yes,Closed
7049800,1280432,4,Payment Issue,41.9,2.3,No,Open
7049801,1472119,2,Product Quality,12.5,2.2,Yes,Open
7049802,1131628,7,Wrong Item,23.4,5.0,Yes,Resolved
7049803,1220494,5,Wrong Item,62.3,1.8,No,Closed
7049804,1116672,7,Delivery Delay,9.6,2.9,No,Escalated
7049805,1401359,3,Delivery Delay,36.8,3.1,No,Closed
7049806,1122851,2,Delivery Delay,49.0,3.5,Yes,Escalated
7049807,1395662,5,Technical Problem,6.6,1.1,Yes,Escalated
7049808,1487490,6,Technical Problem,71.0,2.5,No,Closed
7049809,1085427,1,Other,44.7,1.7,No,Open
7049810,1342117,5,Technical Problem,37.1,4.3,Yes,Open
7049811,1076875,2,Technical Problem,31.7,4.5,No,Closed
7049812,1170031,3,Refund Request,35.1,2.3,No,Resolved
7049813,1038058,8,Account Issue,68.8,3.9,No,Resolved
7049814,1364627,4,Technical Problem,56.7,3.3,Yes,Open
7049815,1485959,7,Wrong Item,8.7,2.4,Yes,Escalated
7049816,1011055,2,Delivery Delay,2.6,1.3,No,Resolved
7049817,1110220,4,Account Issue,8.3,4.0,Yes,Resolved
7049818,1350443,6,Payment Issue,37.6,4.9,Yes,Closed
7049819,1469321,3,Wrong Item,53.4,2.6,Yes,Open
7049820,1238009,1,Payment Issue,52.1,3.2,No,Resolved
7049821,1038644,7,Account Issue,2.4,3.5,No,Closed
7049822,1395418,4,Technical Problem,62.8,2.9,No,Closed
7049823,1413591,4,Refund Request,68.9,3.8,Yes,Open
7049824,1479121,6,Product Quality,70.2,1.2,No,Open
7049825,1073884,2,Delivery Delay,33.9,1.5,Yes,Closed
7049826,1376673,4,Wrong Item,52.1,2.0,No,Open
7049827,1451788,3,Account Issue,14.7,1.6,Yes,Closed
7049828,1458108,4,Delivery Delay,49.7,3.6,Yes,Escalated
7049829,1492114,4,Refund Request,66.5,3.9,Yes,Escalated
7049830,1275832,1,Product Quality,57.6,2.6,No,Closed
7049831,1289318,6,Account Issue,29.0,4.6,No,Open
7049832,1283124,6,Refund Request,45.7,1.8,Yes,Closed
7049833,1039150,3,Wrong Item,37.7,1.1,Yes,Resolved
7049834,1241877,4,Account Issue,1.9,1.5,No,Escalated
7049835,1298030,5,Payment Issue,17.7,3.0,Yes,Escalated
7049836,1210952,5,Account Issue,22.6,1.8,No,Closed
7049837,1394361,7,Account Issue,5.3,3.5,Yes,Closed
7049838,1484297,8,Wrong Item,30.3,4.0,No,Open
7049839,1122381,2,Other,49.7,3.7,Yes,Open
7049840,1020078,6,Account Issue,51.8,3.5,No,Closed
7049841,1492123,6,Delivery Delay,12.7,4.6,Yes,Open
7049842,1176062,2,Technical Problem,36.6,4.2,Yes,Closed
7049843,1113185,4,Technical Problem,23.9,1.4,No,Resolved
7049844,1193551,8,Delivery Delay,47.4,3.0,No,Resolved
7049845,1180184,5,Other,9.8,4.0,No,Open
7049846,1030591,8,Refund Request,2.7,3.2,No,Escalated
7049847,1469967,7,Wrong Item,30.4,4.4,No,Closed
7049848,1162894,4,Account Issue,11.5,2.6,No,Resolved
7049849,1113687,5,Account Issue,62.8,3.2,No,Closed
7049850,1218358,6,Product Quality,42.6,4.2,No,Resolved
7049851,1029189,5,Refund Request,54.3,1.9,No,Escalated
7049852,1459259,1,Other,42.2,2.2,No,Escalated
7049853,1025918,8,Account Issue,49.0,2.9,Yes,Open
7049854,1298413,1,Account Issue,37.8,4.7,No,Open
7049855,1243600,4,Other,29.2,3.1,Yes,Closed
7049856,1370477,6,Payment Issue,37.1,1.8,Yes,Open
7049857,1362792,4,Account Issue,52.5,3.4,Yes,Open
7049858,1298358,3,Delivery Delay,21.6,2.4,Yes,Closed
7049859,1032993,1,Technical Problem,37.0,2.6,No,Open
7049860,1451530,7,Other,32.1,1.6,No,Escalated
7049861,1013636,7,Wrong Item,36.5,2.6,Yes,Escalated
7049862,1049723,4,Wrong Item,36.5,4.8,Yes,Escalated
7049863,1343292,3,Account Issue,39.4,3.1,No,Resolved
7049864,1086829,6,Technical Problem,35.0,4.5,Yes,Resolved
7049865,1391422,7,Account Issue,36.6,1.0,No,Open
7049866,1121312,7,Other,68.7,2.3,Yes,Open
7049867,1044323,3,Wrong Item,19.9,2.0,Yes,Escalated
7049868,1116248,7,Wrong Item,14.2,3.7,No,Closed
7049869,1400661,4,Wrong Item,61.1,3.1,No,Escalated
7049870,1176367,5,Other,61.7,5.0,Yes,Open
7049871,1494612,1,Product Quality,31.5,1.0,Yes,Escalated
7049872,1257057,8,Delivery Delay,71.0,4.0,Yes,Open
7049873,1172809,6,Refund Request,61.5,2.6,No,Closed
7049874,1081529,2,Technical Problem,31.6,3.1,No,Escalated
7049875,1049264,2,Other,25.4,4.9,Yes,Resolved
7049876,1053148,6,Refund Request,37.8,2.0,No,Closed
7049877,1452269,7,Payment Issue,28.9,1.5,Yes,Escalated
7049878,1145120,2,Other,41.2,1.9,Yes,Escalated
7049879,1062010,3,Refund Request,9.5,4.1,Yes,Closed
7049880,1490226,6,Wrong Item,32.9,2.3,No,Escalated
7049881,1376606,7,Other,17.1,2.9,No,Resolved
7049882,1120411,7,Other,18.7,2.9,Yes,Resolved
7049883,1173007,7,Technical Problem,41.8,4.5,No,Escalated
7049884,1085121,2,Product Quality,42.6,2.1,No,Open
7049885,1397262,6,Account Issue,49.8,2.7,No,Open
7049886,1193222,1,Delivery Delay,57.7,4.5,Yes,Escalated
7049887,1209133,6,Delivery Delay,21.7,3.6,No,Resolved
7049888,1193650,5,Other,43.4,1.6,No,Closed
7049889,1001886,2,Refund Request,55.4,2.7,Yes,Closed
7049890,1490957,3,Account Issue,17.7,2.3,No,Escalated
7049891,1080538,3,Product Quality,49.3,3.3,No,Open
7049892,1144925,7,Wrong Item,61.2,4.8,No,Resolved
7049893,1044045,6,Product Quality,59.7,4.5,Yes,Open
7049894,1473572,8,Payment Issue,39.2,4.3,No,Open
7049895,1122490,5,Product Quality,25.7,2.5,Yes,Escalated
7049896,1204120,8,Technical Problem,41.5,3.1,Yes,Open
7049897,1058063,1,Product Quality,52.5,4.9,No,Closed
7049898,1184133,2,Technical Problem,50.6,2.7,No,Closed
7049899,1406277,1,Account Issue,52.9,2.2,No,Open
7049900,1402562,6,Product Quality,5.9,2.4,Yes,Closed
7049901,1128642,3,Delivery Delay,26.6,4.6,No,Closed
7049902,1380699,1,Other,12.0,2.8,No,Open
7049903,1112624,3,Other,37.9,1.8,No,Escalated
7049904,1363916,7,Wrong Item,44.6,3.5,No,Escalated
7049905,1075718,1,Delivery Delay,26.5,3.0,Yes,Open
7049906,1066536,5,Technical Problem,5.6,1.5,No,Resolved
7049907,1092659,8,Technical Problem,68.6,1.5,No,Closed
7049908,1033392,6,Wrong Item,62.6,1.5,Yes,Escalated
7049909,1314319,2,Payment Issue,62.4,3.0,No,Closed
7049910,1297047,7,Other,10.0,4.9,Yes,Resolved
7049911,1060053,8,Delivery Delay,52.8,3.2,No,Open
7049912,1374095,4,Other,35.0,4.9,Yes,Closed
7049913,1054662,8,Delivery Delay,52.8,1.1,No,Closed
7049914,1307438,4,Delivery Delay,16.1,1.4,Yes,Escalated
7049915,1424700,1,Product Quality,47.2,4.7,No,Open
7049916,1498425,7,Account Issue,69.3,4.4,No,Resolved
7049917,1423307,5,Refund Request,8.6,1.8,No,Closed
7049918,1138959,7,Account Issue,68.8,1.3,No,Resolved
7049919,1214402,5,Refund Request,2.4,3.6,Yes,Open
7049920,1246779,7,Delivery Delay,32.7,1.1,Yes,Closed
7049921,1251932,5,Product Quality,25.0,1.6,No,Resolved
7049922,1362268,3,Product Quality,11.7,3.1,Yes,Resolved
7049923,1269261,1,Payment Issue,6.7,2.9,No,Escalated
7049924,1065682,3,Other,11.0,4.4,Yes,Open
7049925,1131484,1,Wrong Item,6.4,2.0,Yes,Escalated
7049926,1175105,4,Refund Request,69.1,3.5,No,Closed
7049927,1350100,7,Wrong Item,62.7,2.5,Yes,Closed
7049928,1081137,8,Payment Issue,26.3,3.6,No,Closed
7049929,1179793,1,Wrong Item,11.1,3.8,No,Open
7049930,1324126,4,Product Quality,59.5,3.1,No,Escalated
7049931,1167784,4,Refund Request,8.1,1.1,Yes,Escalated
7049932,1044983,5,Delivery Delay,23.8,1.1,Yes,Resolved
7049933,1355305,2,Refund Request,35.2,4.9,Yes,Escalated
7049934,1120871,7,Other,45.4,3.4,Yes,Open
7049935,1492183,7,Refund Request,51.4,1.1,No,Closed
7049936,1168961,1,Account Issue,11.9,2.8,No,Closed
7049937,1165745,5,Delivery Delay,67.0,4.6,Yes,Closed
7049938,1181263,1,Product Quality,4.2,2.4,No,Open
7049939,1446351,4,Payment Issue,60.2,3.1,Yes,Closed
7049940,1228148,6,Technical Problem,42.2,2.3,Yes,Open
7049941,1359133,2,Payment Issue,30.1,3.6,Yes,Resolved
7049942,1085339,2,Other,34.9,1.3,No,Closed
7049943,1018764,7,Account Issue,46.4,3.3,Yes,Escalated
7049944,1164891,5,Payment Issue,20.6,3.9,Yes,Resolved
7049945,1310865,4,Refund Request,57.2,1.5,No,Open
7049946,1049912,7,Wrong Item,28.2,2.8,No,Closed
7049947,1489298,7,Payment Issue,48.2,3.3,No,Open
7049948,1231252,8,Other,61.9,4.7,No,Open
7049949,1480494,7,Delivery Delay,1.2,2.9,Yes,Open
7049950,1219816,6,Refund Request,5.5,1.9,No,Resolved
7049951,1228179,8,Refund Request,38.5,2.1,No,Resolved
7049952,1199129,4,Account Issue,66.0,1.1,Yes,Closed
7049953,1070831,6,Wrong Item,1.5,4.1,Yes,Escalated
7049954,1305972,4,Other,5.9,3.4,Yes,Escalated
7049955,1387379,5,Delivery Delay,5.7,1.9,No,Escalated
7049956,1243692,3,Technical Problem,54.4,2.3,Yes,Closed
7049957,1014229,4,Technical Problem,67.9,1.9,No,Escalated
7049958,1458825,7,Wrong Item,44.1,1.2,No,Closed
7049959,1308016,4,Technical Problem,31.2,2.2,No,Open
7049960,1437454,3,Technical Problem,51.4,1.3,Yes,Resolved
